Station.Name,Filtered,Parameter,Date.Time,Value,QA.Code,Unit,QAQC.Sample,Comments,Rain.in.Last.24.Hours,Sky.Condition,Flow.Severity,Comp..Code,Thalweg,Lab,Project
EL5.6EC,,Cadmium,11/9/10 10:00,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,12/7/10 9:45,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,1/18/11 9:55,1,U,ug/L,,HIGH CONDUCTIVITY PROBABLY FROM SEWER SPILL ON FOSTER ST (1/14/11).,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,2/15/11 9:05,1,,ug/L,,PERISTALTIC PUMP USED; DISSOLVED METALS FIELD FILTERED,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,3/15/11 11:25,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,4/12/11 9:25,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,5/11/11 11:10,1,U,ug/L,,FLOW SEV: 3,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,6/7/11 9:55,1,U,ug/L,,FLOW SEV:3,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,7/12/11 10:15,1,U,ug/L,,FLOW SEV:3,No,Partly Cloudy,NA,G,No,SDWRF,Ambient
EL5.6EC,,Cadmium,8/16/11 9:35,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,9/13/11 9:35,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,10/11/11 9:50,1,U,ug/L,,WQ invest. Extremely turbid water,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,11/9/11 11:30,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,12/6/11 9:45,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,1/6/09 10:25,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,2/10/09 10:25,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,3/17/09 9:57,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,4/14/09 9:20,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,5/12/09 9:50,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,6/10/09 9:20,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,7/14/09 9:35,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,8/11/09 9:10,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,9/15/09 10:20,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,10/13/09 9:15,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,11/10/09 9:55,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,12/1/09 9:45,1,U,ug/L,, ,Yes,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,1/12/10 9:30,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,2/16/10 9:40,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,3/9/10 9:50,1,U,ug/L,,BOD5 overdepleted,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,4/13/10 9:25,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,5/4/10 9:50,1,U,ug/L,,"Sewer spill u/s on 5/3/10, AS-01  AS-01",No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,5/4/10 9:50,1,U,ug/L,,"Sewer spill u/s on 5/3/10, AS-01  AS-01",No,Cloudy,NA,G,Yes,ENCO,Ambient
EL7.1SEC,,Cadmium,6/15/10 10:15,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,7/13/10 9:25,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,8/10/10 9:25,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,9/14/10 9:30,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,10/12/10 9:35,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,11/9/10 10:20,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,12/7/10 10:00,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,1/6/09 9:50,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,2/10/09 10:20,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,3/17/09 9:50,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,4/14/09 9:25,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,5/12/09 10:00,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,6/10/09 8:45,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,7/14/09 9:25,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,8/11/09 9:15,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,9/15/09 10:30,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,10/13/09 9:14,1,U,ug/L,,Lab error for Total Ammonia,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,11/10/09 9:35,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,12/1/09 9:51,1,U,ug/L,, ,Yes,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,1/12/10 9:35,1,U,ug/L,,"pH pen malfunctioned when original data was collected, so corrected pH was taken at 1325.",No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,2/16/10 9:25,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,3/9/10 9:50,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,4/13/10 9:26,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,5/4/10 9:40,1,U,ug/L,,AS-02,No,Cloudy,NA,G,Yes,ENCO,Ambient
EL8.1GC,,Cadmium,5/4/10 9:40,1,U,ug/L,,AS-02,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,6/15/10 9:45,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,7/13/10 9:45,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,8/10/10 9:10,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,9/14/10 9:20,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,10/12/10 9:50,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,11/9/10 10:17,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,12/7/10 9:45,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,1/19/11 9:55,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,2/16/11 9:40,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,3/16/11 10:40,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,4/13/11 10:15,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,5/12/11 10:00,1,U,ug/L,,FLOW SEV:3,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,6/8/11 10:15,1,U,ug/L,,FLOW SEV:3,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,7/13/11 10:10,1,U,ug/L,,FLOW SEV:3,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,8/17/11 10:25,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,9/14/11 10:40,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,10/12/11 10:30,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,11/10/11 10:15,1,,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.1GC,,Cadmium,12/7/11 9:13,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,1/18/11 11:45,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,2/15/11 9:30,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,3/15/11 9:35,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,4/12/11 9:45,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,5/11/11 9:20,1,U,ug/L,,FLOW SEV:3,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,6/7/11 11:15,1,U,ug/L,,FLOW SEV:3,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,7/12/11 11:35,1,U,ug/L,,LOW SEV:3,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,8/16/11 10:45,1,U,ug/L,,WQ INVEST: 11WQ181,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,9/13/11 10:45,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,10/11/11 10:55,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,,Cadmium,12/6/11 11:00,1,U,ug/L,, ,,,NA,,,,Ambient&10-013
EL8.6SECUT,,Cadmium,1/6/09 9:15,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,2/10/09 9:40,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,3/17/09 9:05,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,4/14/09 8:20,1,U,ug/L,,LARGE AMOUNT OF FOAM AT SAMPLING LOCATION. MBAS >3,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,5/12/09 9:05,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,6/10/09 8:05,1,U,ug/L,,D.O. meter was not working had to go back to lab and get another-0840,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,7/14/09 8:40,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,8/11/09 8:20,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,9/15/09 9:25,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,10/13/09 8:30,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,11/10/09 8:55,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,12/1/09 8:55,1,U,ug/L,, ,Yes,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,1/12/10 8:45,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,2/16/10 9:00,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,3/9/10 10:35,1,U,ug/L,,"Algae abundant. Thick, brown foam on surface of H2O d/s of rock vein.",No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,4/13/10 8:30,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,5/4/10 8:55,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,6/15/10 9:05,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,7/13/10 8:45,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,8/10/10 8:20,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,9/14/10 8:40,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,10/12/10 8:50,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,11/9/10 9:20,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,12/7/10 9:10,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,1/18/11 9:30,1,U,ug/L,,SEWER SPILL ON FORSTER ST. 1/14/11. SEWAGE FLOC STILL ON STREAMBED.,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,2/15/11 9:15,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,3/15/11 9:15,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,4/12/11 9:15,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,5/11/11 8:35,1,U,ug/L,,FLOW SEV:3,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,6/7/11 9:15,1,U,ug/L,,"FLOW SEV: 3, BOD5 overdepleted  G7:  Overdepletion FLOW SEV: 3  G7:  Overdepletion",No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,7/12/11 9:10,1,U,ug/L,,FLOW SEV:3,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,8/16/11 8:20,1,U,ug/L,,SEE 11WQ179 FOR ADDITIONAL INFORMATION,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,9/13/11 8:50,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,10/11/11 9:05,1,U,ug/L,, ,Yes,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,11/9/11 9:15,1,U,ug/L,, ,No,Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.6SECUT,,Cadmium,12/6/11 8:55,1,U,ug/L,, ,No,Partly Cloudy,NA,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Cadmium,11/9/16 9:05,0.04,J,ug/L,,"Staff Gage:  0.90; High stage, merky water",No,Overcast,2,G,Yes,SDWRF,Ambient
EL1.9EC,,Cadmium,2/7/06 9:10,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,3/14/06 9:25,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,4/4/06 9:47,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,5/16/06 9:05,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,6/13/06 9:26,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,7/18/06 9:50,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,8/8/06 9:35,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,9/12/06 9:00,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,10/10/06 9:53,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,11/7/06 9:15,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,12/6/06 9:18,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,1/9/07 9:40,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,3/20/07 9:55,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,5/15/07 9:10,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,6/26/07 9:55,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,7/10/07 9:00,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,8/7/07 9:15,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,9/26/07 8:40,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,10/16/07 9:55,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,11/6/07 9:40,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,12/5/07 9:25,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,1/15/08 9:38,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,2/12/08 10:10,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,3/13/08 9:22,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,4/8/08 9:45,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,5/6/08 8:55,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,6/10/08 9:12,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,7/17/08 8:50,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,8/12/08 8:59,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,9/9/08 8:55,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,10/7/08 8:55,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,11/12/08 8:40,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL1.9EC,,Cadmium,12/4/08 8:30,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL5.6EC,,Cadmium,2/7/06 9:10,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,3/14/06 10:00,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,4/4/06 9:40,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,5/16/06 8:50,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,6/13/06 9:45,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,7/18/06 10:11,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,8/8/06 9:30,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,9/12/06 9:05,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,10/10/06 9:54,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,11/7/06 9:24,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,12/6/06 9:10,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,1/9/07 9:51,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,3/20/07 10:32,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,5/15/07 9:35,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,6/26/07 10:05,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,7/10/07 9:21,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,8/7/07 11:00,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,9/26/07 8:45,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,10/16/07 10:55,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,11/6/07 9:40,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,12/5/07 10:05,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,1/15/08 10:06,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,2/12/08 10:10,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,3/13/08 9:47,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,4/8/08 10:10,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,5/6/08 9:29,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,6/10/08 9:35,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,7/17/08 9:20,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,8/12/08 9:07,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,9/9/08 9:10,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,10/7/08 9:25,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,11/12/08 8:55,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Cadmium,12/4/08 8:50,1,U,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,Ambient
EL7.1SEC,,Cadmium,2/7/06 9:20,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,3/14/06 10:15,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,4/4/06 9:55,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,5/16/06 9:11,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,6/13/06 10:23,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,7/18/06 10:28,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,8/8/06 9:45,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,9/12/06 9:15,1,U,ug/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,10/10/06 10:10,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,11/7/06 9:37,1,U,ug/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,12/6/06 9:25,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,1/9/07 10:04,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,3/20/07 10:45,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,5/15/07 9:50,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,6/26/07 10:20,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,7/10/07 9:45,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Cadmium,8/7/07 11:20,1,U,ug/L,, ,,Sunny,NA,G,,SDWRF,Ambient
