"","Station.Name","Filtered","Parameter","Date.Time","Value","QA.Code","Unit","QAQC.Sample","Comments","Rain.in.Last.24.Hours","Sky.Condition","Flow.Severity","Comp..Code","Thalweg","Lab","Project"
"5594","EL8.1GC","Field","Copper","2021-04-06 08:15:00",2.3,"J","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5595","EL8.1GC","Field","Copper","2021-05-04 08:15:00",3.2,"J","ug/L","","","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"5596","EL8.1GC","Field","Copper","2021-06-01 08:15:00",2.8,"","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5597","EL8.1GC","Field","Copper","2021-08-03 08:20:00",4,"J","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5598","EL8.1GC","Field","Copper","2021-09-07 08:25:00",2.3,"J","ug/L","","","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5599","EL8.1GC","Field","Copper","2021-10-12 08:50:00",3.7,"J,J7","ug/L","","Duplicate Site Duplicate","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5600","EL8.1GC","Field","Copper","2021-10-12 08:50:00",2.8,"J,J7","ug/L","","Duplicate Site Duplicate","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5601","EL8.1GC","Field","Copper","2021-11-02 08:15:00",1.75,"J","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5602","EL8.1GC","Field","Copper","2021-12-07 08:20:00",1.62,"J,J7","ug/L","","Heavy leaf litter in stream, high tannins","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5603","EL8.5SEC","Field","Copper","2007-07-10 09:55:00",5,"U","ug/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"5604","EL8.5SEC","Field","Copper","2011-03-15 09:35:00",5,"U","ug/L","","","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5605","EL8.5SEC","Field","Copper","2011-04-12 09:45:00",5,"U","ug/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5606","EL8.5SEC","Field","Copper","2011-05-11 09:20:00",10,"","ug/L","","FLOW SEV:3","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5607","EL8.5SEC","Field","Copper","2011-06-07 11:15:00",5,"U","ug/L","","FLOW SEV:3","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"5608","EL8.5SEC","Field","Copper","2011-07-12 11:35:00",5,"U","ug/L","","LOW SEV:3","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5609","EL8.5SEC","Field","Copper","2011-08-16 10:45:00",5,"U","ug/L","","WQ INVEST: 11WQ181","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"5610","EL8.5SEC","Field","Copper","2011-09-13 10:45:00",5,"U","ug/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"5611","EL8.5SEC","Field","Copper","2011-10-11 10:55:00",5,"U","ug/L","","","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5612","EL8.5SEC","Field","Copper","2011-11-09 09:50:00",5,"U","ug/L","","","","Cloudy",NA,"G","Yes","SDWRF","Ambient&10-013"
"5613","EL8.5SEC","Field","Copper","2011-12-06 11:00:00",5,"U","ug/L","","","","",NA,"","","","Ambient&10-013"
"5614","EL8.5SEC","Field","Copper","2015-01-13 11:35:00",11.5,"","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5615","EL8.5SEC","Field","Copper","2015-02-10 11:40:00",9.9,"","ug/L","","Staff Gage: 0.88","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5616","EL8.5SEC","Field","Copper","2015-03-10 11:07:00",4.6,"J","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5617","EL8.5SEC","Field","Copper","2015-04-14 11:15:00",2.1,"J","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5618","EL8.5SEC","Field","Copper","2015-05-12 11:29:00",4.6,"J","ug/L","","","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5619","EL8.5SEC","Field","Copper","2015-06-09 11:10:00",11.1,"","ug/L","","","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5620","EL8.5SEC","Field","Copper","2015-07-14 09:54:00",4.9,"J","ug/L","","","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5621","EL8.5SEC","Field","Copper","2015-08-11 10:25:00",4.4,"J","ug/L","","Duplicate Site Duplicate","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5622","EL8.5SEC","Field","Copper","2015-08-11 10:25:00",4.1,"J","ug/L","","Duplicate Site Duplicate","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5623","EL8.5SEC","Field","Copper","2015-09-15 11:23:00",3.1,"J","ug/L","","Staff Gage 0.68 feet","No","Sunny",2,"G","Yes","ENCO","Ambient"
"5624","EL8.5SEC","Field","Copper","2015-10-13 11:30:00",3.3,"J","ug/L","","Staff Gage 0.68 feet","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"5625","EL8.5SEC","Field","Copper","2015-11-10 11:32:00",12.6,"","ug/L","","Staff Gage 1.14 feet","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5626","EL8.5SEC","Field","Copper","2015-12-01 11:32:00",11.6,"","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5627","EL8.5SEC","Field","Copper","2016-01-13 08:45:00",2.9,"J","ug/L","","Duplicate Site Staff Gage: 0.66 Duplicate","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5628","EL8.5SEC","Field","Copper","2016-01-13 08:45:00",2.9,"J","ug/L","","Duplicate Site Staff Gage: 0.66 Duplicate","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5629","EL8.5SEC","Field","Copper","2016-02-10 08:26:00",4.3,"J","ug/L","","Staff Gage:  0.68","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5630","EL8.5SEC","Field","Copper","2016-03-16 08:46:00",7.1,"","ug/L","","Staff Gage:  0.72","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5631","EL8.5SEC","Field","Copper","2016-04-13 08:45:00",7.7,"","ug/L","","Staff Gage:  0.70","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"5632","EL8.5SEC","Field","Copper","2016-05-11 08:40:00",3,"J","ug/L","","Staff Gage:  0.68","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5633","EL8.5SEC","Field","Copper","2016-06-15 08:35:00",2.3,"J","ug/L","","Staff Gage:  0.64; Barely discernable discharge","No","Partly Cloudy",1,"G","Yes","SDWRF","Ambient"
"5634","EL8.5SEC","Field","Copper","2016-07-13 08:35:00",10.9,"","ug/L","","Staff Gage:  0.73","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5635","EL8.5SEC","Field","Copper","2016-08-10 08:30:00",5.5,"","ug/L","","Staff Gage:  0.56","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5636","EL8.5SEC","Field","Copper","2016-09-14 08:40:00",1.9,"J","ug/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5637","EL8.5SEC","Field","Copper","2016-09-14 08:40:00",1.7,"J","ug/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5638","EL8.5SEC","Field","Copper","2016-10-12 08:40:00",3.6,"J","ug/L","","Staff Gage:  0.72","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5639","EL8.5SEC","Field","Copper","2016-11-09 09:05:00",2.1,"J","ug/L","","Staff Gage:  0.90; High stage, merky water","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"5640","EL8.5SEC","Field","Copper","2016-12-08 09:00:00",6,"","ug/L","","Staff Gage:  0.67","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5641","EL8.5SEC","Field","Copper","2017-01-19 12:00:00",3.8,"J","ug/L","","","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"5642","EL8.5SEC","Field","Copper","2017-02-14 11:45:00",3.2,"J","ug/L","","","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5643","EL8.5SEC","Field","Copper","2017-03-14 11:35:00",9.9,"","ug/L","","","Yes","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5644","EL8.5SEC","Field","Copper","2017-04-11 11:05:00",2.2,"J","ug/L","","Staff Gage: 0.66' very low flow, stagnant water","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5645","EL8.5SEC","Field","Copper","2017-05-16 11:10:00",34,"","ug/L","","Staff Gage: 0.66' Very high conductivity","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5646","EL8.5SEC","Field","Copper","2017-06-13 10:55:00",2.8,"J","ug/L","","Staff Gage: 0.68'","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5647","EL8.5SEC","Field","Copper","2017-07-11 11:45:00",4.2,"J","ug/L","","Staff Gage: 0.65'","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"5648","EL8.5SEC","Field","Copper","2017-08-15 11:40:00",6.3,"","ug/L","","Staff Gage: 0.66'","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5649","EL8.5SEC","Field","Copper","2017-09-12 11:18:00",12.8,"","ug/L","","Staff Gage: 0.78' Duplicate Site Duplicate","Yes","Overcast",1,"G","Yes","SDWRF","Ambient"
"5650","EL8.5SEC","Field","Copper","2017-09-12 11:18:00",12.5,"","ug/L","","Staff Gage: 0.78' Duplicate Site Duplicate","Yes","Overcast",1,"G","Yes","SDWRF","Ambient"
"5651","EL8.5SEC","Field","Copper","2017-10-10 11:25:00",6.6,"","ug/L","","Staff Gage: 0.67'","Yes","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5652","EL8.5SEC","Field","Copper","2017-11-07 11:30:00",3.6,"J,J7","ug/L","","Staff Gage: 0.72'","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"5653","EL8.5SEC","Field","Copper","2017-12-05 11:45:00",2.4,"J,J7","ug/L","","Staff Gage: 0.62' Turbid water","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"5654","EL8.5SEC","Field","Copper","2019-01-08 11:35:00",3.7,"J,J7","ug/L","","","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5655","EL8.5SEC","Field","Copper","2019-02-05 10:55:00",3.1,"J,J7","ug/L","","","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5656","EL8.5SEC","Field","Copper","2019-03-05 11:36:00",4.8,"J","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5657","EL8.5SEC","Field","Copper","2019-04-02 11:20:00",3.7,"J","ug/L","","Raining","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5658","EL8.5SEC","Field","Copper","2019-05-07 10:50:00",3.9,"J,J7","ug/L","","","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5659","EL8.5SEC","Field","Copper","2019-06-05 10:55:00",2.6,"J","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5660","EL8.5SEC","Field","Copper","2019-07-09 10:35:00",6.2,"J","ug/L","","","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5661","EL8.5SEC","Field","Copper","2019-08-06 10:40:00",9.5,"J","ug/L","","Duplicate Site Duplicate","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"5662","EL8.5SEC","Field","Copper","2019-08-06 10:40:00",8.8,"J","ug/L","","Duplicate Site Duplicate","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"5663","EL8.5SEC","Field","Copper","2019-09-03 10:50:00",3.3,"J","ug/L","","","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5664","EL8.5SEC","Field","Copper","2019-10-01 11:05:00",2.3,"J","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5665","EL8.5SEC","Field","Copper","2019-11-05 10:45:00",2.8,"J","ug/L","","","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5666","EL8.5SEC","Field","Copper","2019-12-03 11:00:00",5.3,"J","ug/L","","sampled further downstream due to channel shift","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5667","EL8.5SEC","Field","Copper","2021-01-05 10:30:00",5.85,"J","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5668","EL8.5SEC","Field","Copper","2021-02-02 10:55:00",5.92,"J","ug/L","","","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"5669","EL8.5SEC","Field","Copper","2021-03-02 10:10:00",5.54,"J","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5670","EL8.5SEC","Field","Copper","2021-04-06 10:10:00",2.47,"J","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5671","EL8.5SEC","Field","Copper","2021-05-04 10:00:00",5.84,"J","ug/L","","","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"5672","EL8.5SEC","Field","Copper","2021-06-01 10:00:00",3.41,"","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5673","EL8.5SEC","Field","Copper","2021-08-03 09:45:00",2.44,"J","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5674","EL8.5SEC","Field","Copper","2021-09-07 10:00:00",2.9,"J","ug/L","","","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5675","EL8.5SEC","Field","Copper","2021-10-12 10:45:00",4.8,"J,J7","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5676","EL8.5SEC","Field","Copper","2021-11-02 09:55:00",3.39,"J","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5677","EL8.5SEC","Field","Copper","2021-12-07 10:30:00",1.38,"J,J7","ug/L","","Heavy leaf littler, high tannins","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5678","EL8.6SECUT","Field","Copper","2011-02-15 09:15:00",8.4,"","ug/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5679","EL8.6SECUT","Field","Copper","2011-03-15 09:15:00",5,"","ug/L","","","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5680","EL8.6SECUT","Field","Copper","2011-04-12 09:15:00",20,"","ug/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5681","EL8.6SECUT","Field","Copper","2011-05-11 08:35:00",34,"","ug/L","","FLOW SEV:3","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5682","EL8.6SECUT","Field","Copper","2011-06-07 09:15:00",31,"","ug/L","","FLOW SEV: 3, BOD5 overdepleted

G7:  Overdepletion FLOW SEV: 3

G7:  Overdepletion","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"5683","EL8.6SECUT","Field","Copper","2011-07-12 09:10:00",5,"U","ug/L","","FLOW SEV:3","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5684","EL8.6SECUT","Field","Copper","2011-08-16 08:20:00",92,"","ug/L","","SEE 11WQ179 FOR ADDITIONAL INFORMATION","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"5685","EL8.6SECUT","Field","Copper","2011-09-13 08:50:00",5.9,"","ug/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"5686","EL8.6SECUT","Field","Copper","2011-10-11 09:05:00",48,"","ug/L","","","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5687","EL8.6SECUT","Field","Copper","2011-11-09 09:15:00",18,"","ug/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5688","EL8.6SECUT","Field","Copper","2011-12-06 08:55:00",5.7,"","ug/L","","","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5689","EL8.6SECUT","Field","Copper","2012-01-25 08:55:00",5,"U","ug/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5690","EL8.6SECUT","Field","Copper","2012-02-21 08:45:00",46,"","ug/L","","","Yes","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5691","EL8.6SECUT","Field","Copper","2012-03-20 09:25:00",46.8,"","ug/L","","","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"5692","EL8.6SECUT","Field","Copper","2012-04-17 09:10:00",4.5,"J","ug/L","","","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"5693","EL8.6SECUT","Field","Copper","2012-05-22 08:35:00",6,"","ug/L","","","No","Partly Cloudy",NA,"G","No","SDWRF","Ambient"
"5694","EL8.6SECUT","Field","Copper","2012-06-19 09:00:00",9,"","ug/L","","","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"5695","EL8.6SECUT","Field","Copper","2012-07-17 08:30:00",9.3,"","ug/L","","","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"5696","EL8.6SECUT","Field","Copper","2012-08-21 08:40:00",28.7,"","ug/L","","","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5697","EL8.6SECUT","Field","Copper","2012-09-25 08:40:00",8.1,"","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5698","EL8.6SECUT","Field","Copper","2012-10-23 08:50:00",6.6,"","ug/L","","Slight gray coloration to stream","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5699","EL8.6SECUT","Field","Copper","2012-11-13 09:35:00",10.9,"","ug/L","","","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5700","EL8.6SECUT","Field","Copper","2012-12-11 09:30:00",4.5,"J","ug/L","","","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5701","EL8.6SECUT","Field","Copper","2013-01-15 08:50:00",16.7,"","ug/L","","","Yes","Cloudy",3,"G","Yes","SDWRF","Ambient"
"5702","EL8.6SECUT","Field","Copper","2013-02-12 08:26:00",12.8,"","ug/L","","","Yes","Cloudy",3,"G","Yes","SDWRF","Ambient"
"5703","EL8.6SECUT","Field","Copper","2013-03-12 08:03:00",8.4,"","ug/L","","","Yes","Partly Cloudy",4,"G","Yes","SDWRF","Ambient"
"5704","EL8.6SECUT","Field","Copper","2013-04-16 08:06:00",5.4,"","ug/L","","","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5705","EL8.6SECUT","Field","Copper","2013-05-08 08:07:00",8.8,"","ug/L","","","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5706","EL8.6SECUT","Field","Copper","2013-06-11 08:18:00",21.5,"","ug/L","","","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"5707","EL8.6SECUT","Field","Copper","2013-07-16 08:17:00",4,"J","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5708","EL8.6SECUT","Field","Copper","2013-08-06 08:17:00",15,"","ug/L","","","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"5709","EL8.6SECUT","Field","Copper","2013-09-10 08:32:00",2.8,"J","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5710","EL8.6SECUT","Field","Copper","2013-10-15 08:28:00",8.7,"","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5711","EL8.6SECUT","Field","Copper","2013-11-12 08:39:00",7,"","ug/L","","13WQ271","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5712","EL8.6SECUT","Field","Copper","2013-12-03 08:26:00",11.6,"","ug/L","","Live crayfish observed in channel","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5713","EL8.6SECUT","Field","Copper","2015-01-13 08:49:00",18.4,"","ug/L","","Duplicate Site Duplicate","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5714","EL8.6SECUT","Field","Copper","2015-01-13 08:49:00",18.6,"","ug/L","","Duplicate Site Duplicate","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5715","EL8.6SECUT","Field","Copper","2015-02-10 09:50:00",18.4,"","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5716","EL8.6SECUT","Field","Copper","2015-03-10 09:56:00",7.8,"","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5717","EL8.6SECUT","Field","Copper","2015-04-14 10:05:00",11.3,"","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5718","EL8.6SECUT","Field","Copper","2015-05-12 08:41:00",8.9,"","ug/L","","","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5719","EL8.6SECUT","Field","Copper","2015-06-09 08:40:00",36.7,"","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5720","EL8.6SECUT","Field","Copper","2015-07-14 07:30:00",30.6,"","ug/L","","","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5721","EL8.6SECUT","Field","Copper","2015-08-11 08:00:00",23.9,"","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5722","EL8.6SECUT","Field","Copper","2015-09-15 08:41:00",29.8,"","ug/L","","","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5723","EL8.6SECUT","Field","Copper","2015-10-13 08:36:00",6.7,"","ug/L","","Duplicate Site Duplicate","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5724","EL8.6SECUT","Field","Copper","2015-10-13 08:36:00",6.4,"","ug/L","","Duplicate Site Duplicate","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5725","EL8.6SECUT","Field","Copper","2015-11-10 08:47:00",13.2,"","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5726","EL8.6SECUT","Field","Copper","2015-12-01 08:45:00",4,"J","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5727","EL8.6SECUT","Field","Copper","2017-01-19 09:00:00",6.4,"","ug/L","","Duplicate Site Duplicate","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"5728","EL8.6SECUT","Field","Copper","2017-01-19 09:00:00",6.5,"","ug/L","","Duplicate Site Duplicate","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"5729","EL8.6SECUT","Field","Copper","2017-02-14 08:45:00",4.4,"J","ug/L","","","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5730","EL8.6SECUT","Field","Copper","2017-03-14 08:40:00",14,"","ug/L","","","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5731","EL8.6SECUT","Field","Copper","2017-04-11 08:05:00",9,"","ug/L","","","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"5732","EL8.6SECUT","Field","Copper","2017-05-16 08:05:00",10.6,"","ug/L","","","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5733","EL8.6SECUT","Field","Copper","2017-06-13 07:35:00",4,"J","ug/L","","","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5734","EL8.6SECUT","Field","Copper","2017-07-11 08:20:00",5.9,"","ug/L","","","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5735","EL8.6SECUT","Field","Copper","2017-08-15 08:15:00",9.7,"","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5736","EL8.6SECUT","Field","Copper","2017-09-12 08:27:00",19.6,"","ug/L","","","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5737","EL8.6SECUT","Field","Copper","2017-10-10 08:30:00",4.3,"J","ug/L","","Duplicate Site Duplicate","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5738","EL8.6SECUT","Field","Copper","2017-10-10 08:30:00",4.4,"J","ug/L","","Duplicate Site Duplicate","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5739","EL8.6SECUT","Field","Copper","2017-11-07 08:35:00",3.2,"J,J7","ug/L","","very clear water, slight Chlorine smell","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"5740","EL8.6SECUT","Field","Copper","2017-12-05 08:50:00",3.3,"J,J7","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5741","EL8.6SECUT","Field","Copper","2019-01-08 08:40:00",3.2,"J,J7","ug/L","","Duplicate Site Duplicate","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5742","EL8.6SECUT","Field","Copper","2019-01-08 08:40:00",3.2,"J,J7","ug/L","","Duplicate Site Duplicate","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5743","EL8.6SECUT","Field","Copper","2019-02-05 08:10:00",3.3,"J,J7","ug/L","","","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5744","EL8.6SECUT","Field","Copper","2019-03-05 08:26:00",6.7,"","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5745","EL8.6SECUT","Field","Copper","2019-04-02 08:20:00",4,"J","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5746","EL8.6SECUT","Field","Copper","2019-05-07 08:15:00",1.5,"J,J7","ug/L","","Slight sewer smell, black flocculent; SSO later confirmed","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5747","EL8.6SECUT","Field","Copper","2019-06-05 08:20:00",4,"J","ug/L","","","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"5748","EL8.6SECUT","Field","Copper","2019-07-09 08:15:00",4.4,"J","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5749","EL8.6SECUT","Field","Copper","2019-08-06 08:15:00",4.4,"J,J7","ug/L","","","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"5750","EL8.6SECUT","Field","Copper","2019-09-03 08:15:00",2.8,"J","ug/L","","Duplicate","","",NA,"","","","Ambient"
"5751","EL8.6SECUT","Field","Copper","2019-09-03 08:15:00",3,"J","ug/L","","Duplicate","","",NA,"","","","Ambient"
"5752","EL8.6SECUT","Field","Copper","2019-10-01 08:20:00",5.3,"J","ug/L","","","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5753","EL8.6SECUT","Field","Copper","2019-11-05 08:15:00",3.3,"J","ug/L","","Some suspended debris in sample bottles ""floating crud""","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5754","EL8.6SECUT","Field","Copper","2019-12-03 08:15:00",4.3,"J","ug/L","","Murky water","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"5755","EL8.6SECUT","Field","Copper","2020-01-07 08:35:00",5.7,"J","ug/L","","Duplicate Site Duplicate","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5756","EL8.6SECUT","Field","Copper","2020-01-07 08:35:00",5.9,"J","ug/L","","Duplicate Site Duplicate","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"5757","EL8.6SECUT","Field","Copper","2020-02-04 08:25:00",6.7,"J","ug/L","","","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"5758","EL8.6SECUT","Field","Copper","2020-03-03 08:25:00",4.4,"J","ug/L","","","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"5759","EL8.6SECUT","Field","Copper","2020-08-04 08:05:00",14.76,"","ug/L","","Heavy rains overnight from hurricane.","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5760","EL8.6SECUT","Field","Copper","2020-09-01 08:25:00",11.44,"","ug/L","","Duplicate Site Duplicate","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"5761","EL8.6SECUT","Field","Copper","2020-09-01 08:25:00",11.17,"","ug/L","","Duplicate Site Duplicate","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
