"","Station Name","Filtered","Parameter","Date/Time","Value","QA Code","Unit","QAQC Sample","Comments","Rain in Last 24 Hours","Sky Condition","Flow Severity","Comp  Code","Thalweg","Lab","Project"
"579","EL5.6EC",NA,"pH","2006-03-14 10:00:00",7.4,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"580","EL5.6EC",NA,"pH","2006-04-04 09:40:00",7.7,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"581","EL5.6EC",NA,"pH","2006-05-16 08:50:00",7.5,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"582","EL5.6EC",NA,"pH","2006-06-13 09:45:00",7.1,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"583","EL5.6EC",NA,"pH","2006-07-18 10:11:00",7.4,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"584","EL5.6EC",NA,"pH","2006-08-08 09:30:00",7.3,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"585","EL5.6EC",NA,"pH","2006-09-12 09:05:00",7.8,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"586","EL5.6EC",NA,"pH","2006-10-10 09:54:00",7.3,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"587","EL5.6EC",NA,"pH","2006-11-07 09:24:00",7.2,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"588","EL5.6EC",NA,"pH","2006-12-06 09:10:00",7.4,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"589","EL5.6EC",NA,"pH","2007-01-09 09:51:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"590","EL5.6EC",NA,"pH","2007-02-06 09:40:00",8.2,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"591","EL5.6EC",NA,"pH","2007-03-20 10:32:00",7.8,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"592","EL5.6EC",NA,"pH","2007-05-15 09:35:00",7.4,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"593","EL5.6EC",NA,"pH","2007-06-26 10:05:00",7.5,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"594","EL5.6EC",NA,"pH","2007-07-10 09:21:00",7.4,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"595","EL5.6EC",NA,"pH","2007-08-07 11:00:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"596","EL5.6EC",NA,"pH","2007-09-26 08:45:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"597","EL5.6EC",NA,"pH","2007-10-16 10:55:00",7.55,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"598","EL5.6EC",NA,"pH","2007-11-06 09:40:00",7.9,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"599","EL5.6EC",NA,"pH","2007-12-05 10:05:00",8,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"600","EL5.6EC",NA,"pH","2008-01-15 10:06:00",7.7,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"601","EL5.6EC",NA,"pH","2008-02-12 10:10:00",8.3,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"602","EL5.6EC",NA,"pH","2008-03-13 09:47:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"603","EL5.6EC",NA,"pH","2008-04-08 10:10:00",7.7,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"604","EL5.6EC",NA,"pH","2008-05-06 09:29:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"605","EL5.6EC",NA,"pH","2008-06-10 09:35:00",7.1,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"606","EL5.6EC",NA,"pH","2008-07-17 09:20:00",7.5,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"607","EL5.6EC",NA,"pH","2008-08-12 09:07:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"608","EL5.6EC",NA,"pH","2008-09-09 09:10:00",7.6,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"609","EL5.6EC",NA,"pH","2008-10-07 09:25:00",7.8,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"610","EL5.6EC",NA,"pH","2008-11-12 08:55:00",7.8,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"611","EL5.6EC",NA,"pH","2008-12-04 08:50:00",7.8,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"612","EL5.6EC",NA,"pH","2013-01-15 09:40:00",7.11,"","",NA,"","Yes","Cloudy",4,"G","Yes","SDWRF","Ambient"
"613","EL5.6EC",NA,"pH","2013-02-12 09:23:00",6.71,"","",NA,"","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"614","EL5.6EC",NA,"pH","2013-03-12 09:00:00",7.05,"","",NA,"","Yes","Partly Cloudy",4,"G","No","SDWRF","Ambient"
"615","EL5.6EC",NA,"pH","2013-04-16 08:43:00",7.23,"","",NA,"","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"616","EL5.6EC",NA,"pH","2013-05-08 08:41:00",7.27,"","",NA,"","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"617","EL5.6EC",NA,"pH","2013-06-11 08:57:00",7.16,"","",NA,"Sewer Spill upstream of EL5.6EC on 6/10/2013","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"618","EL5.6EC",NA,"pH","2013-07-16 09:00:00",7.24,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"619","EL5.6EC",NA,"pH","2013-08-06 09:05:00",7.18,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"620","EL5.6EC",NA,"pH","2013-09-10 09:18:00",7.18,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"621","EL5.6EC",NA,"pH","2013-10-15 09:30:00",7.18,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"622","EL5.6EC",NA,"pH","2013-11-12 09:48:00",7.28,"","",NA,"","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"623","EL5.6EC",NA,"pH","2013-12-03 09:06:00",6.97,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"624","EL5.6EC",NA,"pH","2015-01-13 09:30:00",6.55,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"625","EL5.6EC",NA,"pH","2015-02-10 10:18:00",6.47,"","",NA,"","Yes","Overcast",3,"G","No","SDWRF","Ambient"
"626","EL5.6EC",NA,"pH","2015-03-10 09:10:00",7.29,"","",NA,"Duplicate Site","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"627","EL5.6EC",NA,"pH","2015-04-14 09:20:00",7.15,"","",NA,"","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"628","EL5.6EC",NA,"pH","2015-05-12 09:24:00",7.27,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"629","EL5.6EC",NA,"pH","2015-06-09 09:00:00",7.26,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"630","EL5.6EC",NA,"pH","2015-07-14 08:21:00",7.25,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"631","EL5.6EC",NA,"pH","2015-08-11 08:27:00",7.2,"","",NA,"","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"632","EL5.6EC",NA,"pH","2015-09-15 09:20:00",7.26,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"633","EL5.6EC",NA,"pH","2015-10-13 09:28:00",7.04,"","",NA,"","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"634","EL5.6EC",NA,"pH","2015-11-10 09:22:00",6.91,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"635","EL5.6EC",NA,"pH","2015-12-01 09:30:00",7.2,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"636","EL5.6EC",NA,"pH","2017-01-19 09:50:00",7.3,"","",NA,"","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"637","EL5.6EC",NA,"pH","2017-02-14 09:35:00",7.36,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"638","EL5.6EC",NA,"pH","2017-03-14 09:30:00",7.3,"","",NA,"Duplicate Site","Yes","Overcast",4,"G","Yes","SDWRF","Ambient"
"639","EL5.6EC",NA,"pH","2017-04-11 08:55:00",7.2,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"640","EL5.6EC",NA,"pH","2017-05-16 08:45:00",7.1,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"641","EL5.6EC",NA,"pH","2017-06-13 08:10:00",7.2,"","",NA,"","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"642","EL5.6EC",NA,"pH","2017-07-11 09:05:00",6.9,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"643","EL5.6EC",NA,"pH","2017-08-15 08:55:00",7.1,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"644","EL5.6EC",NA,"pH","2017-09-12 09:23:00",7.3,"","",NA,"","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"645","EL5.6EC",NA,"pH","2017-10-10 09:20:00",6.4,"","",NA,"high flow","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"646","EL5.6EC",NA,"pH","2017-11-07 09:30:00",6.8,"","",NA,"","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"647","EL5.6EC",NA,"pH","2017-12-05 09:35:00",7,"","",NA,"Duplicate Site","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"648","EL5.6EC",NA,"pH","2019-01-08 10:30:00",7,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"649","EL5.6EC",NA,"pH","2019-02-05 09:55:00",7.5,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"650","EL5.6EC",NA,"pH","2019-03-05 10:34:00",7.4,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"651","EL5.6EC",NA,"pH","2019-04-02 10:15:00",7.6,"","",NA,"Raining","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"652","EL5.6EC",NA,"pH","2019-05-07 09:45:00",6.8,"","",NA,"Duplicate Site","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"653","EL5.6EC",NA,"pH","2019-06-05 09:45:00",7.2,"","",NA,"","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"654","EL5.6EC",NA,"pH","2019-07-09 09:35:00",6.7,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"655","EL5.6EC",NA,"pH","2019-08-06 09:30:00",6.8,"","",NA,"","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"656","EL5.6EC",NA,"pH","2019-09-03 10:00:00",7.2,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"657","EL5.6EC",NA,"pH","2019-10-01 10:05:00",7.1,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"658","EL5.6EC",NA,"pH","2019-11-05 09:50:00",6.6,"","",NA,"Large blockage upstream of culvert","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"659","EL5.6EC",NA,"pH","2019-12-03 10:05:00",7,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"660","EL7.1EC",NA,"pH","2017-01-19 11:20:00",7.45,"","",NA,"","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"661","EL7.1EC",NA,"pH","2017-02-14 11:10:00",7.52,"","",NA,"Lots of filamentous algae","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"662","EL7.1EC",NA,"pH","2017-03-14 11:00:00",7.4,"","",NA,"","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"663","EL7.1EC",NA,"pH","2017-04-11 10:25:00",7.4,"","",NA,"lots of filamentus algae","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"664","EL7.1EC",NA,"pH","2017-05-16 10:30:00",7.1,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"665","EL7.1EC",NA,"pH","2017-06-13 10:25:00",7.2,"","",NA,"","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"666","EL7.1EC",NA,"pH","2017-07-11 10:50:00",6.7,"","",NA,"Duplicate Site","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"667","EL7.1EC",NA,"pH","2017-08-15 10:40:00",7.1,"","",NA,"","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"668","EL7.1EC",NA,"pH","2017-09-12 10:50:00",7.5,"","",NA,"","Yes","Overcast",1,"G","Yes","SDWRF","Ambient"
"669","EL7.1EC",NA,"pH","2017-10-10 10:55:00",6.9,"","",NA,"","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"670","EL7.1EC",NA,"pH","2017-11-07 11:00:00",6.9,"","",NA,"","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"671","EL7.1EC",NA,"pH","2017-12-05 11:10:00",6.9,"","",NA,"","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"672","EL7.1EC",NA,"pH","2018-01-02 09:10:00",7.1,"","",NA,"Duplicate Site; Layer of Ice","No","Sunny",1,"G","Yes","SDWRF","Ambient"
"673","EL7.1EC",NA,"pH","2018-02-06 09:10:00",7.6,"","",NA,"","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"674","EL7.1EC",NA,"pH","2018-03-06 08:50:00",7.9,"","",NA,"","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"675","EL7.1EC",NA,"pH","2018-04-03 08:35:00",7.5,"","",NA,"Lots of green filamentous algae present","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"676","EL7.1EC",NA,"pH","2018-05-01 08:25:00",7.5,"","",NA,"Lots of green filamentous algae present","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"677","EL7.1EC",NA,"pH","2018-06-05 08:50:00",6.8,"J10","",NA,"","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"678","EL7.1EC",NA,"pH","2018-07-10 08:25:00",6.9,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"679","EL7.1EC",NA,"pH","2018-08-07 09:00:00",7,"","",NA,"Duplicate Site","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"680","EL7.1EC",NA,"pH","2018-09-04 09:00:00",7.3,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"681","EL7.1EC",NA,"pH","2018-10-02 08:55:00",6.9,"","",NA,"","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"682","EL7.1EC",NA,"pH","2018-11-06 08:30:00",6.7,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"683","EL7.1EC",NA,"pH","2018-12-04 09:30:00",7.1,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"684","EL7.1EC",NA,"pH","2019-01-08 11:00:00",6.9,"","",NA,"","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"685","EL7.1EC",NA,"pH","2019-02-05 10:15:00",7.4,"","",NA,"","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"686","EL7.1EC",NA,"pH","2019-03-05 11:00:00",7.2,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"687","EL7.1EC",NA,"pH","2019-04-02 10:40:00",7.7,"","",NA,"Raining; lots of algae matts present","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"688","EL7.1EC",NA,"pH","2019-05-07 10:15:00",7,"","",NA,"","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"689","EL7.1EC",NA,"pH","2019-06-05 10:15:00",7.3,"","",NA,"Duplicate Site","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"690","EL7.1EC",NA,"pH","2019-07-09 09:55:00",6.9,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"691","EL7.1EC",NA,"pH","2019-08-06 09:55:00",6.9,"","",NA,"","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"692","EL7.1EC",NA,"pH","2019-09-03 10:20:00",7.4,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"693","EL7.1EC",NA,"pH","2019-10-01 10:25:00",7.2,"","",NA,"low flow and large amount of brown fluffy algae","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"694","EL7.1EC",NA,"pH","2019-11-05 10:10:00",7,"","",NA,"","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"695","EL7.1EC",NA,"pH","2019-12-03 10:30:00",7.2,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"696","EL7.1EC",NA,"pH","2020-01-07 08:55:00",7.3,"","",NA,"","No","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"697","EL7.1EC",NA,"pH","2020-02-04 08:50:00",6.9,"","",NA,"Duplicate Site; green floc algae present","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"698","EL7.1EC",NA,"pH","2020-03-03 08:45:00",7,"","",NA,"Green floc algae present","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"699","EL7.1EC",NA,"pH","2020-05-12 09:30:00",7.3,"","",NA,"low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"700","EL7.1EC",NA,"pH","2020-06-09 09:50:00",6.9,"","",NA,"Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020 Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in June 2020","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"701","EL7.1EC",NA,"pH","2020-07-07 08:25:00",6.9,"","",NA,"Murky Water","Yes","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"702","EL7.1EC",NA,"pH","2020-08-04 08:25:00",6.5,"","",NA,"Heavy rains overnight from hurricane.","Yes","Partly Cloudy",4,"G","Yes","SDWRF","Ambient"
"703","EL7.1EC",NA,"pH","2020-09-01 08:50:00",6.7,"","",NA,"","Yes","Overcast",3,"G","Yes","SDWRF","Ambient"
"704","EL7.1EC",NA,"pH","2020-10-06 08:45:00",7,"","",NA,"Duplicate Site","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"705","EL7.1EC",NA,"pH","2020-11-03 08:25:00",6.9,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"706","EL7.1EC",NA,"pH","2020-12-01 08:20:00",7,"","",NA,"","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"707","EL7.1EC",NA,"pH","2021-01-05 09:55:00",6.5,"","",NA,"","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"708","EL7.1EC",NA,"pH","2021-02-02 10:20:00",7.5,"","",NA,"","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"709","EL7.1EC",NA,"pH","2021-03-02 09:40:00",6.8,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"710","EL7.1EC",NA,"pH","2021-04-06 09:40:00",7.5,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"711","EL7.1EC",NA,"pH","2021-05-04 09:30:00",7.2,"","",NA,"Duplicate Site","Yes","Sunny",3,"G","Yes","SDWRF","Ambient"
"712","EL7.1EC",NA,"pH","2021-06-01 09:20:00",7.4,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"713","EL7.1EC",NA,"pH","2021-07-06 09:30:00",7.3,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"714","EL7.1EC",NA,"pH","2021-08-03 09:20:00",7.6,"","",NA,"Light rain","No","Overcast",3,"G","Yes","SDWRF","Ambient"
"715","EL7.1EC",NA,"pH","2021-09-07 09:30:00",7.3,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"716","EL7.1EC",NA,"pH","2021-10-12 10:10:00",7.4,"","",NA,"","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"717","EL7.1EC",NA,"pH","2021-11-02 09:25:00",7.6,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"718","EL7.1EC",NA,"pH","2021-12-07 09:55:00",7.3,"","",NA,"","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"719","EL7.1EC",NA,"pH","2022-01-04 08:30:00",6.6,"","",NA,"Winter storm over the weekend","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"720","EL7.1EC",NA,"pH","2022-02-01 08:45:00",7.1,"","",NA,"Duplicate site; Winter storm over the weekend","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"721","EL7.1EC",NA,"pH","2022-03-01 08:45:00",6.9,"","",NA,"","No","Sunny",3,"G","Yes","SDWRF","Ambient"
"722","EL7.1EC",NA,"pH","2022-04-05 08:25:00",7.1,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"723","EL7.1EC",NA,"pH","2022-05-03 08:40:00",6.8,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"724","EL7.1EC",NA,"pH","2022-06-07 08:30:00",7.1,"","",NA,"","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"725","EL7.1SEC",NA,"pH","2005-02-22 09:40:00",7.9,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"726","EL7.1SEC",NA,"pH","2005-03-08 09:18:00",7.5,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"727","EL7.1SEC",NA,"pH","2005-04-12 09:34:00",7.5,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"728","EL7.1SEC",NA,"pH","2005-05-17 09:20:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"729","EL7.1SEC",NA,"pH","2005-06-14 08:55:00",7.4,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"730","EL7.1SEC",NA,"pH","2005-07-12 08:45:00",7.5,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"731","EL7.1SEC",NA,"pH","2005-08-16 09:20:00",7.7,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"732","EL7.1SEC",NA,"pH","2005-09-13 09:15:00",7.5,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"733","EL7.1SEC",NA,"pH","2005-10-11 10:30:00",7.8,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"734","EL7.1SEC",NA,"pH","2005-11-08 09:15:00",8,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"735","EL7.1SEC",NA,"pH","2005-12-06 09:10:00",8.3,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"736","EL7.1SEC",NA,"pH","2006-01-10 09:25:00",7.6,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"737","EL7.1SEC",NA,"pH","2006-02-07 09:20:00",7.7,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"738","EL7.1SEC",NA,"pH","2006-03-14 10:15:00",7.6,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"739","EL7.1SEC",NA,"pH","2006-04-04 09:55:00",8.1,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"740","EL7.1SEC",NA,"pH","2006-05-16 09:11:00",7.5,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"741","EL7.1SEC",NA,"pH","2006-06-13 10:23:00",7.3,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"742","EL7.1SEC",NA,"pH","2006-07-18 10:28:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"743","EL7.1SEC",NA,"pH","2006-08-08 09:45:00",7.5,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"744","EL7.1SEC",NA,"pH","2006-09-12 09:15:00",7.7,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"745","EL7.1SEC",NA,"pH","2006-10-10 10:10:00",7.4,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"746","EL7.1SEC",NA,"pH","2006-11-07 09:37:00",7.7,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"747","EL7.1SEC",NA,"pH","2006-12-06 09:25:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"748","EL7.1SEC",NA,"pH","2007-01-09 10:04:00",7.7,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"749","EL7.1SEC",NA,"pH","2007-02-06 10:05:00",7.8,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"750","EL7.1SEC",NA,"pH","2007-03-20 10:45:00",7.7,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"751","EL7.1SEC",NA,"pH","2007-05-15 09:50:00",7.4,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"752","EL7.1SEC",NA,"pH","2007-06-26 10:20:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"753","EL7.1SEC",NA,"pH","2007-07-10 09:45:00",7.44,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"754","EL7.1SEC",NA,"pH","2007-08-07 11:20:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"755","EL7.1SEC",NA,"pH","2007-09-26 09:20:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"756","EL7.1SEC",NA,"pH","2007-10-16 11:10:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"757","EL7.1SEC",NA,"pH","2007-11-06 09:55:00",7.8,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"758","EL7.1SEC",NA,"pH","2007-12-05 09:55:00",7.9,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"759","EL7.1SEC",NA,"pH","2008-01-15 10:27:00",7.7,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"760","EL7.1SEC",NA,"pH","2008-02-12 10:45:00",8.1,"","",NA,"","","Cloudy",NA,"G","","SDWRF","Ambient"
"761","EL7.1SEC",NA,"pH","2008-03-13 10:04:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"762","EL7.1SEC",NA,"pH","2008-04-08 10:25:00",7.6,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"763","EL7.1SEC",NA,"pH","2008-05-06 09:44:00",7.7,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"764","EL7.1SEC",NA,"pH","2008-06-10 09:55:00",7.3,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"765","EL7.1SEC",NA,"pH","2008-07-17 09:39:00",7.5,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"766","EL7.1SEC",NA,"pH","2008-08-12 09:25:00",7.6,"","",NA,"","","Sunny",NA,"G","","SDWRF","Ambient"
"767","EL7.1SEC",NA,"pH","2008-09-09 09:30:00",7.6,"","",NA,"","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
